"TransactionNo","LogSalePrice","SalePrice","DateOfSale","NumberOfBedrooms","NumberOfBathrooms","NumberOfFloors","LivingSpace","TotalArea","AboveGroundFloor","ConstructionYear","RenovationYear","BasementSize","WaterfronView","View","ZipCode","RenovationFlag","WaterfrontView","SeattleFlag","DaysSinceSale","SaleYear","SaleMonth","condition","grade"
"5310",2025069025,13.704578997257,895000,"20150429T000000","4","3","1.5",3570,10273,2630,1935,2007,940,0,"3",98074,"Yes","0","No",676,2015,4,3,9
"5311",2025069037,13.8643007221337,1050000,"20150210T000000","4","2.5","1",3250,48037,2030,1985,0,1220,0,"2",98074,"No","0","No",754,2015,2,3,8
"5312",2025069065,14.6909792953182,2400000,"20140929T000000","4","2.5","1",3650,8354,1830,2000,0,1820,1,"4",98074,"No","1","No",888,2014,9,3,9
"5313",2025069140,14.4573644441367,1900000,"20150317T000000","3","2.5","3",2830,4334,2830,2006,0,0,1,"4",98074,"No","1","No",719,2015,3,3,10
"5314",2025079033,12.9360337992128,415000,"20141210T000000","1","2","2.5",3000,204732,3000,1979,0,0,0,"2",98014,"No","0","No",816,2014,12,3,8
"5315",2025079037,13.1421660047005,510000,"20141001T000000","3","2.25","2",2750,219542,1870,1981,0,880,0,"0",98014,"No","0","No",886,2014,10,3,7
"5316",2025079045,13.3831879956862,649000,"20140623T000000","2","1.75","2",2260,280962,1890,2005,0,370,0,"2",98014,"No","0","No",986,2014,6,3,9
"5317",2025600280,12.3942105876456,241400,"20150406T000000","3","2","1",1420,9828,1420,1990,0,0,0,"0",98010,"No","0","No",699,2015,4,4,7
"5318",2025700080,12.4874851049684,265000,"20140710T000000","3","2.5","2",1530,6000,1530,1991,0,0,0,"0",98038,"No","0","No",969,2014,7,4,7
"5319",2025700130,12.5059920356464,269950,"20150129T000000","3","2.25","1",1510,6000,1150,1993,0,360,0,"0",98038,"No","0","No",766,2015,1,4,7
"5320",2025700180,12.6115377536383,3e+05,"20141120T000000","3","2.25","2",1760,5421,1760,1991,0,0,0,"0",98038,"No","0","No",836,2014,11,3,7
"5321",2025700200,12.4874851049684,265000,"20150220T000000","3","1.75","1",1450,5858,1450,1991,0,0,0,"0",98038,"No","0","No",744,2015,2,4,7
"5322",2025700260,12.4665119815881,259500,"20150325T000000","3","2.25","2",1490,7589,1490,1993,0,0,0,"0",98038,"No","0","No",711,2015,3,3,7
"5323",2025700270,12.4693979864772,260250,"20150122T000000","3","1.75","1",1490,8357,1490,1993,0,0,0,"0",98038,"No","0","No",773,2015,1,4,7
"5324",2025700430,12.5043236693312,269500,"20140826T000000","3","2","1",1640,8395,1640,1991,0,0,0,"0",98038,"No","0","No",922,2014,8,4,7
"5325",2025700730,12.5679341161562,287200,"20140502T000000","3","3","1",1850,19966,1090,1992,0,760,0,"0",98038,"No","0","No",1038,2014,5,4,7
"5326",2025700740,12.5254350545849,275250,"20140702T000000","3","2.25","2",1520,7199,1520,1992,0,0,0,"0",98038,"No","0","No",977,2014,7,4,7
"5327",2025700790,12.580047086547,290700,"20140811T000000","3","2.5","2",1670,6666,1670,1992,0,0,0,"0",98038,"No","0","No",937,2014,8,4,7
"5328",2025700860,12.5672374947418,287000,"20150414T000000","3","2.25","2",1370,6000,1370,1992,0,0,0,"0",98038,"No","0","No",691,2015,4,4,7
"5329",2025701060,12.4855965302805,264500,"20141117T000000","3","2.25","2",1370,7087,1370,1993,0,0,0,"0",98038,"No","0","No",839,2014,11,3,7
"5330",2025701080,12.6280670555895,305000,"20150318T000000","3","2.25","2",1370,6600,1370,1993,0,0,0,"0",98038,"No","0","No",718,2015,3,4,7
"5331",2025701190,12.594730635322,295000,"20150507T000000","3","1.75","1",1520,6559,1170,1992,0,350,0,"0",98038,"No","0","No",668,2015,5,4,7
"5332",2025701360,12.4684369099977,260000,"20141014T000000","3","2.5","2",1510,6095,1510,1991,0,0,0,"0",98038,"No","0","No",873,2014,10,4,7
"5333",2025701390,12.663497492569,316000,"20140812T000000","3","2.25","2",1900,7479,1900,1992,0,0,0,"0",98038,"No","0","No",936,2014,8,4,7
"5334",2025701530,12.5496623499203,282000,"20140826T000000","3","2.5","2",1610,6000,1610,1993,0,0,0,"0",98038,"No","0","No",922,2014,8,4,7
"5335",2025760160,13.635187003833,835000,"20140703T000000","4","4.25","2",4930,25714,4930,2005,0,0,0,"0",98092,"No","0","No",976,2014,7,3,12
"5336",2025760210,13.3962000430341,657500,"20140611T000000","4","2.75","2",4140,24190,4140,2002,0,0,0,"0",98092,"No","0","No",998,2014,6,3,11
"5337",2025770310,13.5734389967645,785000,"20140611T000000","3","3.5","2",4500,21870,4500,2004,0,0,0,"0",98092,"No","0","No",998,2014,6,3,10
"5338",2025770560,13.7429398651294,930000,"20141103T000000","4","4.25","2",5710,24663,5710,2007,0,0,0,"0",98092,"No","0","No",853,2014,11,3,11
"5339",2025800080,12.6915804613119,325000,"20150220T000000","3","1.5","1",2120,41325,1420,1973,0,700,0,"0",98092,"No","0","No",744,2015,2,4,7
"5340",2026049067,13.0815413828841,480000,"20140702T000000","3","2","1",1470,10052,1470,1956,0,0,0,"0",98125,"No","0","Yes",977,2014,7,4,8
"5341",2026049097,12.9756019960089,431750,"20141125T000000","2","2","1",1400,10052,1400,1957,0,0,0,"0",98125,"No","0","Yes",831,2014,11,3,8
"5342",2026049122,12.9598444479066,425000,"20150401T000000","3","1.5","1",1120,6653,1120,1937,0,0,0,"0",98133,"No","0","Yes",704,2015,4,4,7
"5343",2026049124,12.6915804613119,325000,"20140509T000000","3","2.25","3",1352,1694,1352,2007,0,0,0,"0",98125,"No","0","Yes",1031,2014,5,3,8
"5344",2026049125,12.6443275764613,310000,"20150501T000000","2","2","3",1030,2271,1030,1999,0,0,0,"0",98125,"No","0","Yes",674,2015,5,3,7
"5345",2026049155,12.8279923168018,372500,"20150320T000000","3","1.75","1",1680,8648,1680,1963,0,0,0,"0",98133,"No","0","Yes",716,2015,3,4,7
"5346",2026049183,12.6914266033225,324950,"20150402T000000","2","1.5","3",1230,1516,1230,2000,0,0,0,"0",98125,"No","0","Yes",703,2015,4,3,8
"5347",2026049184,13.4298480771523,680000,"20150320T000000","4","2.5","2",2440,6581,2440,2014,0,0,0,"0",98133,"No","0","Yes",716,2015,3,3,8
"5348",2026049326,13.1223633774043,5e+05,"20140707T000000","3","2.5","2",1720,3012,1720,2011,0,0,0,"0",98133,"No","0","Yes",972,2014,7,3,9
"5349",2026059119,13.0236474044652,453000,"20140825T000000","3","2","1",1430,9583,1430,1964,0,0,0,"0",98034,"No","0","No",923,2014,8,4,7
"5350",2026059181,13.2356920627113,560000,"20141120T000000","3","2","1",2090,15790,2090,1992,0,0,0,"0",98034,"No","0","No",836,2014,11,3,9
"5351",2026079016,13.2356920627113,560000,"20140904T000000","3","1.75","1.5",1480,383328,1480,1980,0,0,0,"0",98019,"No","0","No",913,2014,9,3,8
"5352",2026079055,12.8479265317026,380000,"20140818T000000","1","1.5","1.5",1200,44866,1200,1983,0,0,0,"0",98019,"No","0","No",930,2014,8,3,7
"5353",2028700265,13.1323137082575,505000,"20150115T000000","2","1.75","1",1310,3816,1110,1929,0,200,0,"0",98117,"No","0","Yes",780,2015,1,2,7
"5354",2028700360,13.3707847359028,641000,"20140523T000000","3","1.75","1",1620,3975,940,1926,0,680,0,"0",98117,"No","0","Yes",1017,2014,5,5,7
"5355",2028700535,13.6588567479189,855000,"20150225T000000","4","3","2",2550,5300,1720,1908,2013,830,0,"0",98117,"Yes","0","Yes",739,2015,2,3,8
"5356",2028700570,13.2356920627113,560000,"20141125T000000","3","3.25","2",1530,1786,1200,2007,0,330,0,"0",98117,"No","0","Yes",831,2014,11,3,8
"5357",2028700575,13.2176735572087,550000,"20141113T000000","3","2","1.5",1390,2688,1390,1915,0,0,0,"0",98117,"No","0","Yes",843,2014,11,5,7
"5358",2028701000,13.3616951889151,635200,"20140529T000000","4","1.75","1",1640,4240,920,1921,0,720,0,"0",98117,"No","0","Yes",1011,2014,5,5,7
"5359",2028701075,13.3471056500822,626000,"20140716T000000","3","1","1",1040,4240,860,1924,0,180,0,"0",98117,"No","0","Yes",963,2014,7,4,7
"5360",2028701165,12.9715404876697,430000,"20140627T000000","2","1","1",1050,2570,850,1927,0,200,0,"0",98117,"No","0","Yes",982,2014,6,5,7
"5361",2041000025,13.0689626006772,474000,"20141203T000000","2","1","1",1090,3160,840,1926,0,250,0,"0",98109,"No","0","Yes",823,2014,12,3,7
"5362",2044500142,12.9480099902596,420000,"20140902T000000","3","1.75","1",1770,6000,1130,1952,0,640,0,"0",98125,"No","0","Yes",915,2014,9,3,7
"5363",2044500152,13.0280526979331,455000,"20141117T000000","4","1.75","1",1920,6000,960,1954,0,960,0,"0",98125,"No","0","Yes",839,2014,11,4,7
"5364",2044500201,12.9831013100708,435000,"20140609T000000","3","2.25","1",1890,7200,1230,1973,0,660,0,"0",98125,"No","0","Yes",1000,2014,6,4,7
"5365",2044500213,12.6443275764613,310000,"20140617T000000","4","2","1.5",1870,6000,1870,1956,0,0,0,"0",98125,"No","0","Yes",992,2014,6,3,7
"5369",2045400075,12.9360337992128,415000,"20140623T000000","4","2.5","1",2170,8518,1350,1955,0,820,0,"3",98178,"No","0","Yes",986,2014,6,3,7
"5370",2045800006,12.9922546920573,439000,"20140904T000000","3","2.25","1.5",2230,4551,1450,1928,0,780,0,"2",98178,"No","0","Yes",913,2014,9,5,8
"5371",2048000330,12.273731294004,214000,"20140926T000000","3","2.5","2",1600,2231,1600,2003,0,0,0,"0",98001,"No","0","No",891,2014,9,3,7
"5372",2050000020,14.0143614167094,1220000,"20140624T000000","4","3.75","1",3820,53574,3820,1994,0,0,0,"0",98072,"No","0","No",985,2014,6,3,10
"5373",2050100210,13.5985975564007,805000,"20141117T000000","3","2.5","2",2690,17461,2690,1997,0,0,0,"3",98074,"No","0","No",839,2014,11,3,10
"5374",2050100250,13.407542319638,665000,"20140903T000000","3","2.5","1",2330,15536,2330,1996,0,0,0,"2",98074,"No","0","No",914,2014,9,3,10
"5375",2050100450,13.670484785914,865000,"20141105T000000","3","2.5","2",3050,12558,3050,1997,0,0,0,"0",98074,"No","0","No",851,2014,11,3,10
"5376",2051200436,13.4473412345998,692000,"20140820T000000","3","2.5","1.5",3490,28213,2242,2009,0,1248,0,"2",98070,"No","0","No",928,2014,8,3,9
"5377",2051200506,12.8739020181058,390000,"20150413T000000","3","1","1.5",1190,85226,1190,1935,0,0,0,"0",98070,"No","0","No",692,2015,4,5,5
"5378",2056100275,13.1806322855283,530000,"20141006T000000","2","1.5","1",1390,5000,970,1954,0,420,0,"0",98116,"No","0","Yes",881,2014,10,4,8
"5379",2061100265,12.8212582846204,370000,"20150317T000000","2","1","1",1250,4960,940,1938,0,310,0,"0",98115,"No","0","Yes",719,2015,3,3,7
"5380",2061100390,13.0710700830168,475000,"20140721T000000","2","2","1.5",1440,3720,1440,1983,0,0,0,"0",98115,"No","0","Yes",958,2014,7,3,7
"5381",2061100435,13.122263372404,499950,"20140724T000000","3","1","1.5",1440,5580,1440,1908,0,0,0,"0",98115,"No","0","Yes",955,2014,7,3,7
"5382",2061100570,13.2963166845278,595000,"20150210T000000","3","1.75","1",1910,5753,1110,1941,0,800,0,"3",98115,"No","0","Yes",754,2015,2,3,8
"5383",2061800045,12.9831013100708,435000,"20150122T000000","6","2.5","1",2270,11970,1470,1964,0,800,0,"0",98011,"No","0","No",773,2015,1,3,7
"5384",2062600020,13.1806322855283,530000,"20140708T000000","2","2.5","2",1785,779,1595,1975,0,190,0,"0",98004,"No","0","No",971,2014,7,3,7
"5385",2064800120,12.9263484934784,411000,"20140602T000000","4","2.75","1",2150,9915,1240,1976,0,910,0,"0",98056,"No","0","No",1007,2014,6,5,8
"5386",2064800600,12.814478597635,367500,"20150109T000000","3","1","1",1270,8792,1270,1969,0,0,0,"0",98056,"No","0","No",786,2015,1,5,7
"5387",2064800610,12.8739020181058,390000,"20141025T000000","3","2.5","1",1610,10292,1190,1969,0,420,0,"0",98056,"No","0","No",862,2014,10,4,7
"5388",2064800830,13.0170028617465,450000,"20150320T000000","3","2.25","1",1740,9488,1180,1977,0,560,0,"0",98056,"No","0","No",716,2015,3,4,8
"5389",2064800880,12.6165252951494,301500,"20150201T000000","3","1","1",1410,7419,1050,1969,0,360,0,"0",98056,"No","0","No",763,2015,2,3,7
"5390",2064800890,12.9539447257794,422500,"20150415T000000","3","1","1",1270,8920,1270,1969,0,0,0,"0",98056,"No","0","No",690,2015,4,5,7
"5391",2068000270,14.1519827945855,1400000,"20140805T000000","5","3","1",3850,14990,2290,1964,0,1560,0,"0",98004,"No","0","No",943,2014,8,4,9
"5392",2068500210,12.3643576244959,234300,"20150409T000000","3","1","1",1140,9779,1140,1963,0,0,0,"0",98055,"No","0","No",696,2015,4,3,7
"5393",2070100040,13.054084536651,467000,"20141201T000000","3","1.75","1",2660,5511,1330,1948,0,1330,0,"0",98108,"No","0","Yes",825,2014,12,3,8
"5394",2071500011,12.814478597635,367500,"20140811T000000","4","2.25","1",1930,7925,1300,1960,0,630,0,"0",98155,"No","0","No",937,2014,8,3,8
"5395",2071700010,12.7367008965923,340000,"20141119T000000","3","2.25","1",2580,7434,1630,1963,0,950,0,"0",98133,"No","0","Yes",837,2014,11,3,7
"5396",2076400050,12.5945611294312,294950,"20141022T000000","4","2.25","1",1740,9600,1160,1957,0,580,0,"2",98188,"No","0","No",865,2014,10,3,7
"5397",2077700042,13.1806322855283,530000,"20140626T000000","3","2","2.5",2330,26571,2330,1987,0,0,0,"0",98005,"No","0","No",983,2014,6,3,8
"5398",2078500210,13.2445810101286,565000,"20141031T000000","4","2.5","2",2620,10016,2620,1996,0,0,0,"0",98056,"No","0","No",856,2014,10,3,8
"5399",2078500320,13.312983737013,605000,"20140620T000000","4","2.5","2",2620,7553,2620,1996,0,0,0,"0",98056,"No","0","No",989,2014,6,3,8
"5400",2078500350,13.2356920627113,560000,"20140604T000000","3","2.5","2",2070,12708,2070,1996,0,0,0,"0",98056,"No","0","No",1005,2014,6,3,8
"5401",2085200261,12.9539447257794,422500,"20150218T000000","3","2","1",1960,6450,1000,1977,0,960,0,"0",98038,"No","0","No",746,2015,2,4,7
"5402",2085200545,12.1007121298723,180000,"20140821T000000","3","1","1",840,5700,840,1945,0,0,0,"0",98038,"No","0","No",927,2014,8,4,5
"5403",2085700050,12.9480099902596,420000,"20140826T000000","4","2.5","2",2480,8626,2480,2001,0,0,0,"0",98001,"No","0","No",922,2014,8,3,10
"5404",2087700115,13.3847276418718,650000,"20141103T000000","2","1.5","1",1900,4450,1500,1916,0,400,0,"0",98144,"No","0","Yes",853,2014,11,5,7
"5405",2095500040,12.6915804613119,325000,"20140613T000000","3","2.5","2",2070,8337,2070,1997,0,0,0,"0",98030,"No","0","No",996,2014,6,3,8
"5406",2095500120,12.7656884334656,350000,"20140718T000000","4","2.5","2",2380,6124,2380,1997,0,0,0,"0",98030,"No","0","No",961,2014,7,3,8
"5407",2095600150,12.4684369099977,260000,"20141112T000000","4","2.5","2",1790,4358,1790,1993,0,0,0,"0",98031,"No","0","No",844,2014,11,3,7
"5408",2095800250,13.0715457593385,475226,"20140827T000000","3","2.5","2",2120,4512,2120,1988,0,0,0,"0",98011,"No","0","No",921,2014,8,3,8
"5409",2095800400,13.0280526979331,455000,"20141113T000000","3","2.5","2",2090,8653,2090,1989,0,0,0,"0",98011,"No","0","No",843,2014,11,3,8
"5410",2095800520,13.2176735572087,550000,"20150424T000000","3","2.5","2",2250,7752,2250,1988,0,0,0,"0",98011,"No","0","No",681,2015,4,4,8
"5411",2100200020,12.5707157591181,288000,"20141209T000000","5","2.75","1.5",2790,4807,2140,1949,0,650,0,"0",98002,"No","0","No",817,2014,12,4,7
"5412",2102700025,14.1519827945855,1400000,"20141009T000000","5","3.25","2",4300,9270,2910,1957,2009,1390,0,"3",98116,"Yes","0","Yes",878,2014,10,3,10
"5413",2105200010,13.1519221796459,515000,"20140904T000000","4","2.5","1",2030,39049,1530,1953,0,500,0,"0",98166,"No","0","No",913,2014,9,4,7
"5414",2105200050,13.159659162148,519000,"20140619T000000","3","2.75","1",2020,10744,1270,1954,0,750,0,"0",98166,"No","0","No",990,2014,6,5,7
"5415",2108500110,12.5353763926728,278000,"20150415T000000","3","2.25","2",2120,9804,2120,1994,0,0,0,"0",98042,"No","0","No",690,2015,4,3,7
"5416",2110200036,13.4588356140255,7e+05,"20141111T000000","5","3.25","2",2400,3118,1780,1928,0,620,0,"0",98122,"No","0","Yes",845,2014,11,4,7
"5417",2110900050,13.0562235748998,468000,"20150211T000000","4","2.5","1",2150,8165,1430,1957,0,720,0,"0",98177,"No","0","Yes",753,2015,2,3,8
"5418",2111000580,12.6112043647371,299900,"20140521T000000","3","2.5","2",2720,6014,2720,2002,0,0,0,"0",98092,"No","0","No",1019,2014,5,3,7
"5419",2111010080,12.7068479334427,330000,"20140617T000000","3","2.5","2",3040,7232,3040,2003,0,0,0,"0",98092,"No","0","No",992,2014,6,3,7
"5420",2111010340,12.6313403809345,306000,"20140612T000000","4","2.5","2",2490,8124,2490,2001,0,0,0,"0",98092,"No","0","No",997,2014,6,3,7
"5421",2111010760,12.7868906411162,357500,"20150108T000000","5","3","2",3270,9146,3270,2002,0,0,0,"0",98092,"No","0","No",787,2015,1,3,7
"5422",2111010890,12.6115377536383,3e+05,"20141105T000000","3","2.5","2",2240,3691,2240,2003,0,0,0,"0",98092,"No","0","No",851,2014,11,3,7
"5423",2111010940,12.5759105759952,289500,"20150220T000000","3","2.25","2",2120,3400,2120,2002,0,0,0,"0",98092,"No","0","No",744,2015,2,3,7
"5424",2111011060,13.1362662825733,507000,"20140618T000000","5","3.25","2",3850,16249,3030,2002,0,820,0,"2",98092,"No","0","No",991,2014,6,3,9
"5425",2112700030,12.7854910607618,357000,"20141126T000000","5","2.75","1",1540,4000,1140,1990,0,400,0,"0",98106,"No","0","Yes",830,2014,11,3,7
"5426",2112700185,12.9831013100708,435000,"20150325T000000","3","2.5","1",3110,6000,1560,1967,0,1550,0,"2",98106,"No","0","Yes",711,2015,3,3,8
"5427",2112700240,12.6410965558799,309000,"20140520T000000","3","1","1.5",1092,7500,1092,1918,0,0,0,"0",98106,"No","0","Yes",1020,2014,5,3,6
"5428",2112700280,12.594730635322,295000,"20140811T000000","3","1.75","1",1440,4000,1050,1979,0,390,0,"0",98106,"No","0","Yes",937,2014,8,4,7
"5429",2112700370,12.2030681365099,199400,"20140813T000000","2","1","1",880,4000,880,1916,0,0,0,"0",98106,"No","0","Yes",935,2014,8,4,6
"5430",2112700600,12.9360337992128,415000,"20150513T000000","3","2.25","1",1640,5880,1240,1977,0,400,0,"0",98106,"No","0","Yes",662,2015,5,3,7
"5431",2112700845,12.5061772379805,270000,"20140528T000000","3","1.75","1",1300,4127,650,1918,1953,650,0,"0",98106,"Yes","0","Yes",1012,2014,5,4,6
"5432",2112700895,12.5281561446993,276000,"20150326T000000","2","1","1",720,4000,720,1918,0,0,0,"0",98106,"No","0","Yes",710,2015,3,3,6
"5433",2112700920,12.5602444592508,285000,"20141014T000000","3","1.75","1",1630,4000,1100,1968,0,530,0,"0",98106,"No","0","Yes",873,2014,10,3,7
"5434",2112701165,12.5602444592508,285000,"20150408T000000","4","1","1",1430,3600,980,1947,0,450,0,"0",98106,"No","0","Yes",697,2015,4,3,6
"5435",2113200065,12.5741819670946,289000,"20141027T000000","2","1","1",1010,7740,890,1924,0,120,0,"0",98106,"No","0","Yes",860,2014,10,3,6
"5436",2113700005,12.5532021766254,283000,"20150417T000000","3","1.75","2",1830,7600,1490,1947,0,340,0,"0",98106,"No","0","Yes",688,2015,4,3,7
"5437",2113700025,12.7068479334427,330000,"20150409T000000","2","1","1",1129,3840,1129,1953,0,0,0,"0",98106,"No","0","Yes",696,2015,4,3,7
"5438",2113700060,12.8992198260901,4e+05,"20141014T000000","4","2.5","2.5",2350,3904,2350,1999,0,0,0,"0",98106,"No","0","Yes",873,2014,10,3,7
"5439",2113700115,12.8211231403537,369950,"20150504T000000","3","2","1",1520,4000,800,1943,0,720,0,"0",98106,"No","0","Yes",671,2015,5,5,6
"5440",2113700205,12.3013828253345,220000,"20140703T000000","4","1","1.5",1200,6000,1200,1923,0,0,0,"0",98106,"No","0","Yes",976,2014,7,3,6
"5441",2113700235,12.7938593104323,360000,"20140512T000000","4","2","1",1730,5500,1010,1943,0,720,0,"0",98106,"No","0","Yes",1028,2014,5,5,7
"5442",2113700335,12.6650785205664,316500,"20150408T000000","3","1.75","1",1460,6360,1010,1979,0,450,0,"2",98106,"No","0","Yes",697,2015,4,3,7
"5443",2113700360,12.6603279178078,315000,"20140627T000000","6","4","2",3120,4240,2090,1993,0,1030,0,"2",98106,"No","0","Yes",982,2014,6,4,7
"5444",2113700485,12.8991948257776,399990,"20141210T000000","5","2.75","1",1690,4000,970,1943,0,720,0,"0",98106,"No","0","Yes",816,2014,12,5,7
"5445",2113700500,12.4324110877409,250800,"20141005T000000","3","1.75","1",1290,4000,1170,1943,0,120,0,"0",98106,"No","0","Yes",882,2014,10,3,6
"5446",2113700510,12.6603279178078,315000,"20141027T000000","3","1.75","1",1170,4000,720,1943,2013,450,0,"0",98106,"Yes","0","Yes",860,2014,10,3,6
"5447",2113700620,12.9408415007809,417000,"20140804T000000","3","1.5","1.5",2500,6000,1730,1941,1984,770,0,"0",98106,"Yes","0","Yes",944,2014,8,5,7
"5448",2113700780,12.6760762747759,320000,"20150113T000000","3","1","1",1060,5000,1060,1958,0,0,0,"0",98106,"No","0","Yes",782,2015,1,3,7
"5449",2113700790,12.9831242983123,435010,"20150312T000000","3","1","1",1270,4000,1120,1954,0,150,0,"0",98106,"No","0","Yes",724,2015,3,3,7
"5450",2113700825,12.0552497557956,172000,"20140731T000000","3","1","1",970,4700,720,1943,0,250,0,"0",98106,"No","0","Yes",948,2014,7,4,6
"5451",2113701080,12.6115377536383,3e+05,"20141112T000000","2","1","1.5",1100,4010,1100,1920,0,0,0,"0",98106,"No","0","Yes",844,2014,11,5,6
"5452",2113701095,11.9183905730784,150000,"20140717T000000","2","1","1",830,4045,830,1943,0,0,0,"0",98106,"No","0","Yes",962,2014,7,3,6
"5453",2113701100,12.5913690593478,294010,"20140826T000000","3","1.75","1",1550,4057,830,1945,0,720,0,"0",98106,"No","0","Yes",922,2014,8,3,6
"5454",2113701200,12.4292161968444,250000,"20140912T000000","2","1","1",670,4640,670,1943,0,0,0,"0",98106,"No","0","Yes",905,2014,9,3,6
"5455",2114300290,12.9275642990993,411500,"20140929T000000","5","3","1",2420,7740,1360,1929,1969,1060,0,"0",98106,"Yes","0","Yes",888,2014,9,5,7
"5456",2114700040,12.4684369099977,260000,"20150414T000000","3","2.75","2",1730,4131,1480,1975,0,250,0,"2",98106,"No","0","Yes",691,2015,4,3,7
"5457",2114700090,11.9250351157971,151000,"20150301T000000","2","0.75","1",720,5040,720,1949,0,0,0,"0",98106,"No","0","Yes",735,2015,3,3,4
"5458",2114700115,12.5834811558558,291700,"20150407T000000","3","2.5","1.5",1970,4120,1230,1927,0,740,0,"0",98106,"No","0","Yes",698,2015,4,3,6
"5459",2114700190,12.8609986132699,385000,"20141212T000000","4","3.25","2",1790,2460,1100,2000,0,690,0,"0",98106,"No","0","Yes",814,2014,12,4,7
"5460",2114700368,12.6081988523728,299000,"20141118T000000","2","2.5","2",1400,1262,1160,2008,0,240,0,"0",98106,"No","0","Yes",838,2014,11,3,8
"5461",2114700374,12.7868906411162,357500,"20150413T000000","3","3","2",1730,1442,1440,2008,0,290,0,"0",98106,"No","0","Yes",692,2015,4,3,8
"5462",2114700384,12.5425448821514,280000,"20150427T000000","3","2.5","2",1020,2217,720,2004,0,300,0,"0",98106,"No","0","Yes",678,2015,4,3,7
"5463",2114700460,12.4252081754468,249000,"20140818T000000","3","1.5","1",1070,5150,1070,1940,0,0,0,"0",98106,"No","0","Yes",930,2014,8,4,6
"5464",2114700500,11.4075649493124,90000,"20150418T000000","1","1","1",560,4120,560,1947,0,0,0,"0",98106,"No","0","Yes",687,2015,4,3,4
"5465",2114700530,12.7938593104323,360000,"20150122T000000","4","1","1.5",1460,3840,1340,1928,0,120,0,"0",98106,"No","0","Yes",773,2015,1,3,8
"5466",2114700540,12.8103886123835,366000,"20141021T000000","3","2.5","1",1320,4320,660,1918,0,660,0,"0",98106,"No","0","Yes",866,2014,10,3,6
"5467",2114700615,11.9049675527463,148000,"20140708T000000","2","1","1",630,4200,630,1930,0,0,0,"0",98106,"No","0","Yes",971,2014,7,3,6
"5468",2115200125,12.8583978315699,384000,"20140919T000000","4","1.75","1",2100,7135,1050,1955,0,1050,0,"0",98106,"No","0","Yes",898,2014,9,4,7
"5469",2115200160,13.0058295611484,445000,"20140605T000000","4","2.5","2",2340,3784,2340,2008,0,0,0,"0",98106,"No","0","Yes",1004,2014,6,3,8
"5470",2115510160,12.464390271852,258950,"20141208T000000","3","1.75","1",1440,8050,1440,1985,0,0,0,"0",98023,"No","0","No",818,2014,12,3,8
"5471",2115510300,12.4130868149145,246000,"20141016T000000","3","2.25","1",1440,10500,1130,1983,0,310,0,"0",98023,"No","0","No",871,2014,10,3,8
"5472",2115510330,12.5689781392195,287500,"20150202T000000","3","2.25","1",2030,8690,1360,1986,0,670,0,"0",98023,"No","0","No",762,2015,2,4,8
"5473",2115510340,12.5245263766487,275000,"20140604T000000","3","2.5","1",1720,8755,1000,1983,0,720,0,"0",98023,"No","0","No",1005,2014,6,3,8
"5474",2115510470,12.5602444592508,285000,"20141223T000000","4","2.25","1",1960,10400,1220,1985,0,740,0,"0",98023,"No","0","No",803,2014,12,4,8
"5475",2115720070,12.2844216119412,216300,"20141125T000000","3","2.5","2",1650,5000,1650,1985,0,0,0,"0",98023,"No","0","No",831,2014,11,3,8
"5476",2115720130,12.5774637733046,289950,"20140821T000000","3","2.5","2",2070,5013,2070,1987,0,0,0,"0",98023,"No","0","No",927,2014,8,3,8
"5477",2115720270,12.502466658584,269000,"20150414T000000","2","2","1.5",1540,5000,1540,1986,0,0,0,"0",98023,"No","0","No",691,2015,4,3,8
"5478",2115720500,12.563747089802,286000,"20141023T000000","3","2.5","2",1680,5000,1680,1987,0,0,0,"0",98023,"No","0","No",864,2014,10,3,8
"5479",2117700065,12.6344401468556,306950,"20141009T000000","1","1","1",730,5005,730,1945,0,0,0,"0",98117,"No","0","Yes",878,2014,10,4,5
"5480",2117700085,12.8372114348062,375950,"20140730T000000","3","1.75","1",1480,7560,1100,1920,1985,380,0,"0",98117,"Yes","0","Yes",949,2014,7,3,6
"5481",2120069003,12.3013828253345,220000,"20141124T000000","3","1","1",1000,223462,1000,1933,0,0,0,"2",98022,"No","0","No",832,2014,11,4,6
"5482",2121000250,12.6231368894817,303500,"20140509T000000","3","1.5","1",1060,10464,1060,1973,0,0,0,"0",98034,"No","0","No",1031,2014,5,4,7
"5483",2121000300,13.1577305212416,518000,"20150219T000000","4","3","1",2430,11670,1330,1978,0,1100,0,"0",98034,"No","0","No",745,2015,2,4,7
"5484",2122039094,13.4659530817944,705000,"20141126T000000","3","3","2",1970,20978,1770,1980,0,200,1,"3",98070,"No","1","No",830,2014,11,4,9
"5485",2122039137,13.0444018359346,462500,"20150413T000000","3","2.5","1",1656,108900,1656,1985,0,0,0,"0",98070,"No","0","No",692,2015,4,4,7
"5486",2122049013,12.2295450017153,204750,"20150513T000000","2","1","1",880,7575,880,1942,0,0,0,"0",98198,"No","0","No",662,2015,5,4,7
"5487",2122049038,12.5245263766487,275000,"20150302T000000","2","1","1",2180,12875,1480,1959,0,700,0,"0",98198,"No","0","No",734,2015,3,3,7
"5488",2122049096,12.1145054520047,182500,"20140808T000000","2","1","1",1040,13920,1040,1973,0,0,0,"0",98198,"No","0","No",940,2014,8,3,6
